ARS_ID,행정구명,정류소명,X좌표,Y좌표
17803,구로구,고척2동주민센터.고척지구대,126.858576,37.50640248
17804,구로구,별장쉐르빌앞,126.8334133,37.48729663
17806,구로구,덕일전자공업고등학교,126.8375264,37.4898477
17807,구로구,개명초교,126.8526749,37.48228086
17808,구로구,항동하버라인4단지.푸른수목원,126.8259557,37.48271777
17809,구로구,항동하버라인3단지아파트,126.8252503,37.47973214
17819,구로구,세븐일레븐,126.878574,37.50924427
17825,구로구,하나마트,126.8795879,37.51043657
17827,구로구,진흥슈퍼,126.8804731,37.5114476
17830,구로구,신도림자동차학원,126.881548,37.512327
17831,구로구,우성아파트,126.8856063,37.51158448
17834,구로구,신도림역,126.8897751,37.51055775
17835,구로구,도림천역2번출구,126.8831161,37.51457321
17838,구로구,구로3파출소,126.8916518,37.48614912
17846,구로구,동삼빌라,126.8239763,37.48719856
17848,구로구,천왕이펜하우스3단지입구,126.838209,37.482418
17855,구로구,신도림동아3차아파트,126.8836885,37.51021083
17863,구로구,구로보건소,126.8889644,37.50035972
17864,구로구,서울가든아파트,126.8604736,37.50116123
17865,구로구,구로역(NC백화점),126.8831339,37.4996999
17866,구로구,구로역(NC백화점),126.8829913,37.50048011
17867,구로구,구로구청,126.8903215,37.4957879
17868,구로구,구로구청,126.8885413,37.49587003
17869,구로구,오류동입구,126.8469521,37.50047864
17877,구로구,개봉역입구,126.8558389,37.49122523
17878,구로구,개봉역입구,126.856151,37.49103306
17879,구로구,개봉교,126.856136,37.48764669
17880,구로구,개봉교,126.8565859,37.48658033
17881,구로구,대림역,126.8944156,37.49335324
17886,구로구,고척사거리.고척파크프리지오,126.8596543,37.50682458
17887,구로구,대상APT,126.8499684,37.48205685
17888,구로구,구로시장.남구로시장입구,126.8815338,37.49017455
17889,구로구,에이스테크노타워,126.8941495,37.48502178
17897,구로구,구로공구상가,126.8795721,37.5033557
17899,구로구,보성운수기종점,126.8928277,37.49015859
17900,구로구,새마을금고사거리,126.8586283,37.50150325
17901,구로구,양우아파트,126.8557649,37.50481765
17902,구로구,영화APT,126.848571,37.48241443
17903,구로구,천왕역,126.8386352,37.48629922
17904,구로구,대우자동차정비소,126.8821344,37.49154212
17906,구로구,고척초등학교,126.85815,37.499467
17907,구로구,경남아파트,126.8563547,37.50387372
17908,구로구,남부주유소,126.8472689,37.48234404
17909,구로구,신도림역2번출구,126.8918838,37.50763724
